Bib,Name,Gender,City/State,Chip Start Time,Gun Time,10K Time,Half Time,30K Time,Full Course Time
736,Salvador Lopez,M,"FT LAUDERDALE, FL",6:01:16 AM EST,3:54:10,47:09,1:42:16,2:30:04,3:52:53
760,Seth Cohen,M,Boca Raton,5:59:59 AM EST,3:54:51,52:08,1:49:16,2:36:05,3:53:34
625,Tino Lingnau,M,Hohen Neuendorf,5:59:59 AM EST,3:53:36,53:08,1:52:25,2:38:35,3:53:35
364,Jodi Brodsky,F,Atlantic Beach,5:59:59 AM EST,3:54:19,53:29,1:53:47,2:45:18,3:54:16
586,Amanda Mavrakis,F,"BOYNTON BEACH, FL",6:00:23 AM EST,3:54:59,52:50,1:52:29,2:42:31,3:54:35
804,Christopher Jackson,M,FL,5:59:59 AM EST,3:56:40,56:13,1:57:08,2:48:01,3:54:44
164,Diana Demitry,F,Cooper City,5:59:59 AM EST,3:56:07,57:03,1:57:28,2:47:18,3:54:56
104,Dan Fuoco,M,BOCA RATON,5:59:59 AM EST,3:55:38,55:08,1:56:06,2:46:15,3:55:07
67,Amy Colombo,F,Pompano beach fl,5:59:59 AM EST,3:56:33,53:15,1:54:32,2:43:48,3:55:18
778,Hicham Benabess,M,Tamarac,5:59:59 AM EST,3:55:47,52:30,1:50:51,2:39:13,3:55:21
221,Marlin Weekley,M,Metamora,5:59:59 AM EST,3:56:52,53:09,1:50:43,2:41:58,3:55:31
302,David Ramsey,M,"Orlando, FL",6:00:35 AM EST,3:56:31,53:52,1:56:33,2:46:41,3:55:55
373,Cesar Balbuena,M,Haines City,5:59:59 AM EST,3:57:16,55:02,1:57:48,2:48:40,3:55:59
796,Victor Carpinteyro,M,"Miami, FL",6:01:32 AM EST,3:57:34,55:34,1:56:20,2:46:10,3:56:02
773,Jorge Gomez,M,"PINECREST, FL",6:01:04 AM EST,3:57:11,54:18,1:55:20,2:46:37,3:56:06
360,Ze'ev Feldinger,M,Boca Raton,5:59:59 AM EST,3:56:48,55:57,1:58:24,2:49:35,3:56:25
420,Carly Zimmerman,F,MARINA DL REY,5:59:59 AM EST,3:57:40,55:01,1:56:35,2:47:06,3:56:56
99,GABRIEL PULIDO,M,"WESTON, FL",6:00:20 AM EST,3:57:17,54:54,1:55:28,2:44:41,3:56:57
854,Bo Landry,M,Lexington,5:59:59 AM EST,3:59:44,55:24,1:56:01,2:45:48,3:57:06
246,Joel Gandara,M,Weston,5:59:59 AM EST,3:58:43,56:08,1:58:08,2:50:23,3:57:09
791,Cortney Smith,F,Grand Island,5:59:59 AM EST,3:59:04,53:58,1:52:19,2:41:28,3:57:20
301,Julie Bruder,F,"Orlando, FL",6:00:35 AM EST,3:58:10,53:52,1:56:34,2:46:43,3:57:34
171,Jorge Antonio Martinez,M,UMI,5:59:59 AM EST,3:59:06,56:26,1:56:36,2:46:21,3:57:48
588,Maria Urrechaga,F,weston,5:59:59 AM EST,3:58:53,56:25,1:58:44,2:50:31,3:57:54
545,Justin Celauro,M,deerfield beach,5:59:59 AM EST,3:59:37,56:31,1:59:32,2:50:30,3:57:57
352,Daniela Nichols,F,Deerfield Beach,5:59:59 AM EST,3:58:20,51:19,1:49:49,2:37:52,3:57:57
327,Stephen Ray,M,FL,5:59:59 AM EST,3:59:32,53:30,1:52:46,2:42:07,3:58:02
623,Jorge herbert Mayerle,M,,6:00:20 AM EST,3:58:30,52:37,1:51:55,2:43:14,3:58:10
155,Rod Fraser,M,Mooretown,5:59:59 AM EST,4:02:03,54:46,1:56:56,2:48:05,3:58:12
822,Jim Bartek,M,"Port Charlotte, FL",6:00:25 AM EST,3:59:34,56:28,1:59:10,2:49:49,3:59:07
356,Alan Taylor,M,Worcester Park,5:59:59 AM EST,4:02:40,55:25,1:56:59,2:48:37,3:59:39
561,Omar Warraiat,M,WELLINGTON,5:59:59 AM EST,4:00:50,50:50,1:49:40,2:43:41,4:00:02
800,Jennifer Hickey,F,,6:01:27 AM EST,4:01:31,57:56,2:01:25,2:53:16,4:00:02
